Category,Subcategory,Article,Languages,Last Updated
Business,Website,TikTok,115 Wikipedias,2025/01/03
Other,Astronomy,International Space Station,115 Wikipedias,2024/12/12
Other,Language,Assamese language,115 Wikipedias,2024/12/15
Other,Language,Quechuan languages,115 Wikipedias,2024/12/06
Other,Other,Daylight saving time,115 Wikipedias,2025/03/19
Other,Other,Silk,115 Wikipedias,2025/02/19
Other,Science,Electromagnetic radiation,115 Wikipedias,2025/01/03
Person,Music,Ariana Grande,115 Wikipedias,2024/12/06
Person,Politics (1900s),Francisco Franco,115 Wikipedias,2025/02/05
Person,Politics (pre-1900),Caligula,115 Wikipedias,2025/02/15
Person,Science,Alexander Fleming,115 Wikipedias,2024/12/16
Place,Organization,Council of Europe,115 Wikipedias,2024/12/12
Place,Organization,Hamas,115 Wikipedias,2024/12/11
Place,Water,Sea of Marmara,115 Wikipedias,2024/12/10
Art,Writing,The Little Prince,114 Wikipedias,2025/01/03
Other,Food,Chili pepper,114 Wikipedias,2025/04/02
Other,Language,Zulu language,114 Wikipedias,2024/11/28
Other,Metrics,Heat,114 Wikipedias,2025/01/08
Other,Metrics,Weight,114 Wikipedias,2025/02/05
Other,Number,14 (number),114 Wikipedias,2024/12/29
Other,Number,15 (number),114 Wikipedias,2024/12/29
Other,Number,Infinity,114 Wikipedias,2025/02/05
Other,Organism,Reindeer,114 Wikipedias,2025/03/01
Other,Other,Ammonia,114 Wikipedias,2025/02/19
Other,Other,iPhone,114 Wikipedias,2025/01/08
Other,Other,Nail (fastener),114 Wikipedias,2025/02/19
Other,Other,Wool,114 Wikipedias,2025/02/19
Other,Politics,King,114 Wikipedias,2024/12/10
Other,Science,Magnetic field,114 Wikipedias,2025/01/03
Person,Film,Audrey Hepburn,114 Wikipedias,2024/11/28
Person,Film,Josh Duhamel,114 Wikipedias,2024/12/06
Person,Music,David Bowie,114 Wikipedias,2025/02/21
Person,Music,Demi Lovato,114 Wikipedias,2024/12/10
Person,Music,Jennifer Lopez,114 Wikipedias,2024/12/06
Person,Politics (recent),Justin Trudeau,114 Wikipedias,2024/12/11
Person,Science,Pierre Curie,114 Wikipedias,2024/12/16
Person,Science,Wright brothers,114 Wikipedias,2024/12/16
Person,Sports,Francesco Totti,114 Wikipedias,2024/12/16
Person,Writing,Alexandre Dumas,114 Wikipedias,2024/12/16
Person,Writing,Friedrich Schiller,114 Wikipedias,2025/02/15
Place,Mountain,Mount Blanc,114 Wikipedias,2024/12/12
Place,Region,Kurdistan,114 Wikipedias,2024/12/14
Place,Water,Ionian Sea,114 Wikipedias,2024/12/14
Place,Water,Seine,114 Wikipedias,2024/12/14
Art,Film,The Lion King,113 Wikipedias,2024/12/25
Business,Other,Nintendo,113 Wikipedias,2025/01/03
Business,Sports,UEFA,113 Wikipedias,2025/01/13
Field,Business,Business,113 Wikipedias,2024/12/14
Field,Other,Classical mechanics,113 Wikipedias,2024/12/05
Material,Other,Clay,113 Wikipedias,2025/02/19
Other,Building,Empire State Building,113 Wikipedias,2024/12/15
Other,Language,Burmese language,113 Wikipedias,2024/11/28
Other,Language,Khmer language,113 Wikipedias,2024/11/28
Other,Language,Tagalog language,113 Wikipedias,2024/12/15
Other,Language,Turkmen language,113 Wikipedias,2024/11/28
Other,Language,Uyghur language,113 Wikipedias,2024/12/10
Other,Metrics,Newton (unit),113 Wikipedias,2024/12/10
Other,Metrics,Pressure,113 Wikipedias,2025/01/08
Other,Metrics,Volt,113 Wikipedias,2025/01/08
Other,Other,Cardinal direction,113 Wikipedias,2025/03/25
Other,Other,Pound sterling,113 Wikipedias,2024/12/15
Other,Other,Roman numerals,113 Wikipedias,2025/03/01
Other,Other,Screw,113 Wikipedias,2025/02/19
Other,Science,Photon,113 Wikipedias,2025/01/03
Other,War,Spanish Civil War,113 Wikipedias,2024/12/05
Person,Film,Nicole Kidman,113 Wikipedias,2024/12/06
Person,Film,Tom Cruise,113 Wikipedias,2024/11/28
Person,Politics (1900s),Leonid Brezhnev,113 Wikipedias,2025/01/13
Person,Religion,Adam,113 Wikipedias,2024/12/05
Person,Science,Gregor Mendel,113 Wikipedias,2024/12/16
Person,Sports,David Beckham,113 Wikipedias,2024/11/28
Place,Country (former),Mughal Empire,113 Wikipedias,2024/12/12
Place,Organization,United Nations Security Council,113 Wikipedias,2024/12/12
Place,Water,Mekong,113 Wikipedias,2024/12/14
Art,Writing,Spider-Man,112 Wikipedias,2024/12/10
Group,Music,Pink Floyd,112 Wikipedias,2024/11/28
Group,Sports,FC Bayern Munich,112 Wikipedias,2025/01/13
Other,Building,Notre-Dame de Paris,112 Wikipedias,2024/12/15
Other,Language,Chuvash language,112 Wikipedias,2024/11/25
Other,Language,Mandarin Chinese,112 Wikipedias,2024/12/15
Other,Language,Ossetian language,112 Wikipedias,2024/11/28
Other,Metrics,Radioactive decay,112 Wikipedias,2025/01/08
Other,Metrics,Watt,112 Wikipedias,2025/01/08
Other,Number,1000000,112 Wikipedias,2025/01/31
Other,Number,18 (number),112 Wikipedias,2024/12/29
Other,Number,20 (number),112 Wikipedias,2024/12/29
Other,Other,ChatGPT,112 Wikipedias,2024/12/10
Other,Religion,Agnosticism,112 Wikipedias,2024/12/16
Other,Religion,Athena,112 Wikipedias,2024/12/15
Other,Science,General relativity,112 Wikipedias,2025/01/03
Other,Sports,Formula One,112 Wikipedias,2024/12/16
Person,Film,Chris Pine,112 Wikipedias,2024/12/06
Person,Film,Elizabeth Taylor,112 Wikipedias,2024/11/28
Person,Film,Meryl Streep,112 Wikipedias,2024/11/28
Person,Film,Taylor Lautner,112 Wikipedias,2025/02/05
Person,Film,Will Smith,112 Wikipedias,2024/12/06
Person,Philosophy,Søren Kierkegaard,112 Wikipedias,2025/03/19
Person,Politics (pre-1900),Hannibal,112 Wikipedias,2024/12/05
Person,Politics (recent),Bashar al-Assad,112 Wikipedias,2024/12/10
Person,Writing,Antoine de Saint-Exupéry,112 Wikipedias,2025/01/03
Art,Film,Snow White and the Seven Dwarfs (1937 film),111 Wikipedias,2024/12/14
Group,Sports,Inter Milan,111 Wikipedias,2025/01/13
Other,Language,Berber languages,111 Wikipedias,2024/12/10
Other,Language,Cornish language,111 Wikipedias,2024/12/05
Other,Language,Frisian languages,111 Wikipedias,2024/11/28
Other,Language,Scots language,111 Wikipedias,2024/12/10
Other,Language,Serbo-Croatian,111 Wikipedias,2024/11/28
Other,Metrics,Celsius,111 Wikipedias,2025/01/08
Other,Number,17 (number),111 Wikipedias,2024/12/29
Other,Organism,Old World sparrow,111 Wikipedias,2025/03/01
Other,Other,Pottery,111 Wikipedias,2025/02/19
Other,Religion,Apollo,111 Wikipedias,2024/12/15
Other,Religion,Brahma,111 Wikipedias,2024/12/16
Other,Science,Special relativity,111 Wikipedias,2025/01/03
Other,Sports,Handball,111 Wikipedias,2024/11/28
Other,War,Russian Revolution,111 Wikipedias,2024/12/05
Person,Film,Jack Nicholson,111 Wikipedias,2024/11/28
Person,Film,Natalie Portman,111 Wikipedias,2024/12/06
Person,Film,Tom Holland,111 Wikipedias,2024/12/06
Person,Music,Adele,111 Wikipedias,2025/01/17
Person,Music,Miley Cyrus,111 Wikipedias,2024/12/10
Person,Politics (pre-1900),Nero,111 Wikipedias,2025/02/15
Person,Writing,Honoré de Balzac,111 Wikipedias,2024/12/16
Person,Writing,T. S. Eliot,111 Wikipedias,2025/02/05
Place,Region,Grand Canyon,111 Wikipedias,2024/12/12
Art,Film,Avatar (2009 film),110 Wikipedias,2024/12/10
Business,Website,Amazon (company),110 Wikipedias,2025/01/03
Group,Music,Led Zeppelin,110 Wikipedias,2024/11/28
Group,Sports,AC Milan,110 Wikipedias,2025/01/13
Material,Other,Brass,110 Wikipedias,2025/02/10
Other,Astronomy,Nebula,110 Wikipedias,2025/02/19
Other,Food,Cabbage,110 Wikipedias,2025/04/02
Other,Language,Chechen language,110 Wikipedias,2024/11/25
Other,Language,Odia language,110 Wikipedias,2024/12/15
Other,Number,16 (number),110 Wikipedias,2024/12/29
Other,Other,Ball,110 Wikipedias,2024/12/10
Other,Religion,Aphrodite,110 Wikipedias,2024/12/15
Other,Sports,2010 FIFA World Cup,110 Wikipedias,2024/12/27
Other,Sports,2014 FIFA World Cup,110 Wikipedias,2025/01/13
Person,Film,Jason Bateman,110 Wikipedias,2024/12/06
Person,Film,Julia Roberts,110 Wikipedias,2024/11/28
Person,Music,Jimi Hendrix,110 Wikipedias,2024/12/16
Person,Philosophy,Martin Heidegger,110 Wikipedias,2025/02/19
Person,Politics (1900s),Helmut Kohl,110 Wikipedias,2025/02/05
Person,Politics (1900s),Pol Pot,110 Wikipedias,2025/01/17
Person,Politics (pre-1900),Trajan,110 Wikipedias,2025/02/15
Person,Religion,John Calvin,110 Wikipedias,2024/12/05
Person,Religion,Pope John XXIII,110 Wikipedias,2025/02/05
Person,Writing,Giovanni Boccaccio,110 Wikipedias,2025/03/19
Person,Writing,H. G. Wells,110 Wikipedias,2024/11/28
Person,Writing,Stephen King,110 Wikipedias,2024/12/16
Place,Mountain,Caucasus Mountains,110 Wikipedias,2024/12/12
Art,Film,South Park,109 Wikipedias,2024/12/10
Business,Other,Mercedes-Benz,109 Wikipedias,2025/01/13
Group,Music,BTS,109 Wikipedias,2024/12/15
Group,Music,Linkin Park,109 Wikipedias,2025/01/12
Other,Building,Seven Wonders of the Ancient World,109 Wikipedias,2024/12/15
Other,Food,Sushi,109 Wikipedias,2024/12/27
Other,Language,Guarani language,109 Wikipedias,2024/11/25
Other,Number,19 (number),109 Wikipedias,2024/12/29
Other,Organism,Orca,109 Wikipedias,2024/12/15
Other,Other,Feudalism,109 Wikipedias,2024/12/10
Other,Other,Pokémon,109 Wikipedias,2025/01/08
Other,Politics,Emperor,109 Wikipedias,2025/02/15
Other,Sports,Taekwondo,109 Wikipedias,2024/11/28
Person,Film,George Lucas,109 Wikipedias,2024/11/28
Person,Film,Jim Carrey,109 Wikipedias,2024/12/16
Person,Film,Sandra Bullock,109 Wikipedias,2024/11/28
Person,Music,Mariah Carey,109 Wikipedias,2024/11/28
Person,Philosophy,Petrarch,109 Wikipedias,2025/03/19
Person,Politics (pre-1900),Hammurabi,109 Wikipedias,2024/12/16
Person,Politics (pre-1900),Marcus Aurelius,109 Wikipedias,2024/12/06
Person,Religion,John the Baptist,109 Wikipedias,2024/12/05
Person,Religion,Pope John Paul I,109 Wikipedias,2025/02/05
Person,Science,Carl Jung,109 Wikipedias,2024/12/16
Place,Astronomy,Titan (moon),109 Wikipedias,2025/03/01
Place,Country (former),Assyria,109 Wikipedias,2024/12/12
Place,Mountain,Mount Etna,109 Wikipedias,2024/12/12
Place,Organization,Warsaw Pact,109 Wikipedias,2024/12/12
Place,Water,Barents Sea,109 Wikipedias,2024/12/14
Place,Water,Bering Sea,109 Wikipedias,2024/12/14
Other,Language,Aragonese language,108 Wikipedias,2024/12/10
Other,Metrics,Joule,108 Wikipedias,2024/12/15
Other,Organism,Rock dove,108 Wikipedias,2025/01/31
Other,Other,Countryballs,108 Wikipedias,2024/12/10
Other,Other,Nobel Prize in Physics,108 Wikipedias,2025/01/04
Other,Other,Paleolithic,108 Wikipedias,2025/03/19
Other,Other,Unix,108 Wikipedias,2025/01/08
Other,Politics,Constitutional monarchy,108 Wikipedias,2025/02/15
Person,Film,Sylvester Stallone,108 Wikipedias,2024/11/28
Person,Music,Hector Berlioz,108 Wikipedias,2024/11/28
Person,Music,Kylie Minogue,108 Wikipedias,2025/03/01
Person,Philosophy,David Hume,108 Wikipedias,2025/02/15
Person,Philosophy,Thomas Hobbes,108 Wikipedias,2024/12/06
Person,Politics (1900s),François Mitterrand,108 Wikipedias,2025/02/05
Person,Politics (1900s),Nicholas II,108 Wikipedias,2025/02/05
Person,Politics (pre-1900),Abu Bakr,108 Wikipedias,2024/12/05
Person,Politics (pre-1900),Tutankhamun,108 Wikipedias,2024/12/16
Person,Politics (recent),Gerhard Schröder,108 Wikipedias,2025/02/05
Person,Politics (recent),Hu Jintao,108 Wikipedias,2025/01/13
Person,Politics (recent),Juan Carlos I,108 Wikipedias,2025/02/05
Person,Science,Ada Lovelace,108 Wikipedias,2024/12/16
Person,Sports,Michael Jordan,108 Wikipedias,2024/11/28
Place,Astronomy,Andromeda Galaxy,108 Wikipedias,2025/01/03
Place,Astronomy,Kuiper belt,108 Wikipedias,2024/12/12
Place,Astronomy,Phobos (moon),108 Wikipedias,2025/03/01
Place,Region,Gobi,108 Wikipedias,2024/12/12
Place,Water,Gulf of Guinea,108 Wikipedias,2024/12/14
Business,Other,BMW,107 Wikipedias,2025/01/03
Business,Other,Ford Motor Company,107 Wikipedias,2025/01/03
Group,Music,Nirvana (band),107 Wikipedias,2024/11/28
Other,Astronomy,Hubble Space Telescope,107 Wikipedias,2025/02/15
Other,Language,Manx language,107 Wikipedias,2024/11/28
Other,Organism,Red panda,107 Wikipedias,2024/12/27
Other,Organization,International Union for Conservation of Nature,107 Wikipedias,2024/12/12
Other,Organization,UNICEF,107 Wikipedias,2024/12/12
Other,Other,Sphere,107 Wikipedias,2025/02/18
Other,Politics,Legislature,107 Wikipedias,2025/02/15
Other,Religion,Jesuits,107 Wikipedias,2024/12/15
Other,Sports,Fishing,107 Wikipedias,2024/12/16
Person,Film,Morgan Freeman,107 Wikipedias,2024/11/28
Person,Music,Amy Winehouse,107 Wikipedias,2025/01/17
Person,Music,Katy Perry,107 Wikipedias,2025/01/17
Person,Politics (current),Olaf Scholz,107 Wikipedias,2024/12/11
Person,Religion,Pope Paul VI,107 Wikipedias,2025/02/05
Person,Religion,Ruhollah Khomeini,107 Wikipedias,2024/12/06
Person,Religion,Solomon,107 Wikipedias,2024/12/05
Person,Writing,John Steinbeck,107 Wikipedias,2024/12/16
Person,Writing,William Faulkner,107 Wikipedias,2024/12/16
Place,Astronomy,Makemake,107 Wikipedias,2024/12/12
Place,City,Darmstadt,107 Wikipedias,2025/02/10
Place,Region,Galápagos Islands,107 Wikipedias,2024/12/12
Place,Region,Kashmir,107 Wikipedias,2024/12/14
Place,Water,White Sea,107 Wikipedias,2024/12/14
Business,Other,Sony,106 Wikipedias,2025/01/03
Business,Website,Yahoo,106 Wikipedias,2025/01/03
Group,Music,U2,106 Wikipedias,2024/11/28
Material,Other,Granite,106 Wikipedias,2025/02/19
Other,Building,Leaning Tower of Pisa,106 Wikipedias,2024/12/15
Other,Language,Volapük,106 Wikipedias,2024/11/25
Other,Metrics,Foot (unit),106 Wikipedias,2025/01/08
Other,Number,1000 (number),106 Wikipedias,2025/01/31
Other,Organism,Dodo,106 Wikipedias,2024/12/27
Other,Other,Arrow,106 Wikipedias,2025/02/19
Other,Other,Renminbi,106 Wikipedias,2024/12/15
Other,Politics,Head of state,106 Wikipedias,2025/02/15
Other,Sports,Marathon,106 Wikipedias,2024/12/16
Person,Film,Clint Eastwood,106 Wikipedias,2024/11/28
Person,Music,Christina Aguilera,106 Wikipedias,2024/12/10
Person,Music,George Harrison,106 Wikipedias,2024/12/05
Person,Music,Tupac Shakur,106 Wikipedias,2024/12/05
Person,Other,Kendall Jenner,106 Wikipedias,2024/12/06
Person,Painting,Johannes Vermeer,106 Wikipedias,2024/12/16
Person,Philosophy,Arthur Schopenhauer,106 Wikipedias,2025/02/15
Person,Politics (1900s),George VI,106 Wikipedias,2025/01/13
Person,Politics (current),Julian Assange,106 Wikipedias,2024/12/10
Person,Politics (pre-1900),Louis XVI,106 Wikipedias,2025/02/09
Person,Politics (recent),John McCain,106 Wikipedias,2024/12/10
Person,Politics (recent),Mahmoud Ahmadinejad,106 Wikipedias,2024/12/06
Person,Religion,Eve,106 Wikipedias,2024/12/05
Person,Science,Alessandro Volta,106 Wikipedias,2025/02/09
Person,Writing,Charles Baudelaire,106 Wikipedias,2024/12/13
Person,Writing,W. B. Yeats,106 Wikipedias,2024/12/16
Place,Astronomy,Deimos (moon),106 Wikipedias,2025/03/01
Place,City,Timbuktu,106 Wikipedias,2024/12/12
Place,Water,Brahmaputra River,106 Wikipedias,2024/12/14
Art,Film,The Little Mermaid (1989 film),105 Wikipedias,2025/01/03
Art,Film,Toy Story,105 Wikipedias,2025/01/03
Art,Writing,Epic of Gilgamesh,105 Wikipedias,2024/12/14
Art,Writing,Sherlock Holmes,105 Wikipedias,2024/12/10
Business,Other,Burger King,105 Wikipedias,2025/01/03
Business,Other,The New York Times,105 Wikipedias,2025/01/03
Group,Sports,Manchester City F.C.,105 Wikipedias,2025/01/13
Other,Building,Golden Gate Bridge,105 Wikipedias,2024/12/15
Other,Language,Hawaiian language,105 Wikipedias,2024/12/06
Other,Language,Lhasa Tibetan,105 Wikipedias,2024/11/28
Other,Language,Malagasy language,105 Wikipedias,2024/12/06
Other,Language,Sardinian language,105 Wikipedias,2024/11/25
Other,Number,30 (number),105 Wikipedias,2024/12/29
Other,Organism,Blue whale,105 Wikipedias,2024/12/27
Other,Organism,Great tit,105 Wikipedias,2025/03/01
Other,Organism,Red deer,105 Wikipedias,2025/03/01
Other,Organization,Stanford University,105 Wikipedias,2024/12/15
Other,Other,Cube,105 Wikipedias,2025/02/18
Other,Other,Empire,105 Wikipedias,2024/12/10
Other,Other,Pearl,105 Wikipedias,2025/02/19
Other,Sports,Wrestling,105 Wikipedias,2024/12/05
Other,War,Gulf War,105 Wikipedias,2024/12/05
Person,Film,Jennifer Lawrence,105 Wikipedias,2024/12/06
Person,Film,Mila Kunis,105 Wikipedias,2024/12/06
Person,Politics (pre-1900),Attila,105 Wikipedias,2025/02/15
Person,Politics (recent),Al Gore,105 Wikipedias,2025/02/09
Person,Politics (recent),Gordon Brown,105 Wikipedias,2025/02/05
Person,Religion,Henry VIII,105 Wikipedias,2024/12/05
Person,Science,André-Marie Ampère,105 Wikipedias,2025/02/09
Person,Science,Tycho Brahe,105 Wikipedias,2025/02/09
Person,Writing,Maya Angelou,105 Wikipedias,2024/12/16
Place,Astronomy,Asteroid belt,105 Wikipedias,2024/12/12
Place,Astronomy,Europa (moon),105 Wikipedias,2025/03/01
Place,Country (former),Achaemenid Empire,105 Wikipedias,2024/12/12
Place,Mountain,Aconcagua,105 Wikipedias,2024/12/12
Place,Mountain,Mount Elbrus,105 Wikipedias,2024/12/12
Place,Region,Burgundy,105 Wikipedias,2024/12/10
Place,Water,Andaman Sea,105 Wikipedias,2024/12/14
Place,Water,Irish Sea,105 Wikipedias,2024/12/14
Place,Water,Tyrrhenian Sea,105 Wikipedias,2024/12/14
Place,Water,Ural (river),105 Wikipedias,2024/12/10
Art,Film,Teletubbies,104 Wikipedias,2024/12/27
Art,Writing,Dream of the Red Chamber,104 Wikipedias,2025/01/03
Other,Language,Crimean Tatar language,104 Wikipedias,2024/12/10
Other,Language,Hausa language,104 Wikipedias,2024/12/10
Other,Metrics,Gram,104 Wikipedias,2025/01/08
Other,Metrics,Mile,104 Wikipedias,2025/01/08
Other,Metrics,Mole (unit),104 Wikipedias,2025/01/08
Other,Other,Cone,104 Wikipedias,2025/02/18
Other,Other,Natural gas,104 Wikipedias,2025/02/19
Other,Other,Rhombus,104 Wikipedias,2025/02/18
Other,Religion,Satan,104 Wikipedias,2024/12/15
Person,Exploration,Amerigo Vespucci,104 Wikipedias,2024/12/16
Person,Film,Bruce Willis,104 Wikipedias,2024/12/05
Person,Film,Nicolas Cage,104 Wikipedias,2024/12/06
Person,Music,Frank Sinatra,104 Wikipedias,2024/12/05
Person,Philosophy,Montesquieu,104 Wikipedias,2024/12/06
Person,Politics (1900s),David Ben-Gurion,104 Wikipedias,2025/01/13
Person,Politics (1900s),Valéry Giscard d'Estaing,104 Wikipedias,2025/02/05
Person,Politics (current),Felipe VI,104 Wikipedias,2024/12/11
Person,Religion,David,104 Wikipedias,2024/12/05
Person,Science,Henri Becquerel,104 Wikipedias,2025/02/09
Person,Sports,Ronaldo (Brazilian footballer),104 Wikipedias,2024/12/16
Place,Astronomy,Haumea,104 Wikipedias,2024/12/12
Place,Astronomy,Io (moon),104 Wikipedias,2025/03/01
Place,City,Tórshavn,104 Wikipedias,2024/12/12
Place,Mountain,K2,104 Wikipedias,2024/12/12
Place,Region,Zanzibar,104 Wikipedias,2024/12/14
Place,Water,Lake Superior,104 Wikipedias,2024/12/14
Place,Water,Sea of Okhotsk,104 Wikipedias,2024/12/14
Art,Organization,Grammy Awards,103 Wikipedias,2024/12/15
Art,Writing,Romeo and Juliet,103 Wikipedias,2024/12/10
Business,Other,CNN,103 Wikipedias,2025/01/03
Business,Other,IBM,103 Wikipedias,2025/01/03
Business,Other,Nokia,103 Wikipedias,2025/01/03
Material,Other,Marble,103 Wikipedias,2025/02/19
Other,Economics,The Communist Manifesto,103 Wikipedias,2025/02/19
Other,Language,Kashubian language,103 Wikipedias,2024/11/25
Other,Language,Mapuche language,103 Wikipedias,2024/11/25
Other,Language,Nahuatl,103 Wikipedias,2024/11/25
Other,Language,Sign language,103 Wikipedias,2024/12/15
Other,Language,Xhosa language,103 Wikipedias,2024/12/05
Other,Metrics,Work (physics),103 Wikipedias,2025/01/08
Other,Organism,Aardvark,103 Wikipedias,2024/12/27
Other,Organism,Barn swallow,103 Wikipedias,2025/01/31
Other,Organism,Common starling,103 Wikipedias,2025/01/31
Other,Organism,Snail,103 Wikipedias,2024/12/10
Other,Organism,Sponge,103 Wikipedias,2024/12/27
Other,Other,Carbon monoxide,103 Wikipedias,2025/02/19
Other,Other,Cylinder,103 Wikipedias,2025/02/18
Other,Other,Ozone,103 Wikipedias,2025/02/19
Other,Religion,Achilles,103 Wikipedias,2024/12/15
Other,Science,Quark,103 Wikipedias,2025/01/03
Person,Film,Halle Berry,103 Wikipedias,2024/12/16
Person,Politics (1900s),Rosa Parks,103 Wikipedias,2024/12/16
Person,Politics (current),Keir Starmer,103 Wikipedias,2025/02/05
Person,Politics (pre-1900),Ivan the Terrible,103 Wikipedias,2025/02/05
Person,Religion,Francis of Assisi,103 Wikipedias,2024/12/05
Person,Religion,Noah,103 Wikipedias,2024/12/05
Person,Science,Pierre-Simon Laplace,103 Wikipedias,2024/12/16
Person,Sports,Kobe Bryant,103 Wikipedias,2024/12/05
Person,Sports,Luis Suárez,103 Wikipedias,2024/12/16
Person,Writing,John Milton,103 Wikipedias,2024/12/05
Person,Writing,Mary Shelley,103 Wikipedias,2024/12/16
Place,Astronomy,Aurora,103 Wikipedias,2024/12/12
Place,Astronomy,Ganymede (moon),103 Wikipedias,2025/03/01
Place,Continent,Pangaea,103 Wikipedias,2024/12/12
Place,Country (former),Gaul,103 Wikipedias,2025/02/10
Place,Water,Norwegian Sea,103 Wikipedias,2024/12/14
Art,Writing,Batman,102 Wikipedias,2024/12/14
Art,Writing,Divine Comedy,102 Wikipedias,2024/12/14
Group,Sports,Germany national football team,102 Wikipedias,2025/01/13
Other,Language,Coptic language,102 Wikipedias,2024/12/10
Other,Language,Kashmiri language,102 Wikipedias,2024/12/15
Other,Language,Sindhi language,102 Wikipedias,2024/12/15
Other,Language,Somali language,102 Wikipedias,2024/11/25
Other,Metrics,Centimetre,102 Wikipedias,2025/01/08
Other,Organism,Eurasian eagle-owl,102 Wikipedias,2024/12/27
Other,Organism,Pan (genus),102 Wikipedias,2025/03/01
Other,Organization,Massachusetts Institute of Technology,102 Wikipedias,2024/12/15
Other,Other,Apollo 11,102 Wikipedias,2025/01/03
Other,Other,Armenian genocide,102 Wikipedias,2024/12/10
Other,Other,Spear,102 Wikipedias,2025/02/19
Other,Religion,Hera,102 Wikipedias,2024/12/15
Other,Religion,Poseidon,102 Wikipedias,2024/12/15
Other,War,American Revolutionary War,102 Wikipedias,2024/12/05
Other,War,Arab–Israeli conflict,102 Wikipedias,2024/12/05
Person,Film,Anthony Hopkins,102 Wikipedias,2024/12/06
Person,Film,Jennifer Aniston,102 Wikipedias,2024/12/06
Person,Film,Keanu Reeves,102 Wikipedias,2024/12/06
Person,Film,Kevin Costner,102 Wikipedias,2024/12/05
Person,Music,Ringo Starr,102 Wikipedias,2024/12/05
Person,Philosophy,Democritus,102 Wikipedias,2025/02/19
Person,Politics (pre-1900),William the Conqueror,102 Wikipedias,2025/01/13
Person,Politics (recent),Liz Truss,102 Wikipedias,2025/02/05
Person,Politics (recent),Petro Poroshenko,102 Wikipedias,2025/02/19
Person,Science,Paul Dirac,102 Wikipedias,2025/01/13
Person,Sports,Kylian Mbappé,102 Wikipedias,2024/12/16
Person,Writing,Aeschylus,102 Wikipedias,2025/01/03
Person,Writing,Daniel Defoe,102 Wikipedias,2025/01/17
Person,Writing,Walt Whitman,102 Wikipedias,2024/12/16
Place,Country (former),Sasanian Empire,102 Wikipedias,2024/12/12
Place,Water,Bay of Biscay,102 Wikipedias,2024/12/14
Place,Water,Kara Sea,102 Wikipedias,2024/12/14
Art,Film,Squid Game,101 Wikipedias,2025/01/31
Art,Film,The Godfather,101 Wikipedias,2025/03/01
Art,Organization,Cannes Film Festival,101 Wikipedias,2024/12/15
Business,Other,The Guardian,101 Wikipedias,2025/01/03
Business,Sports,Premier League,101 Wikipedias,2025/01/13
Group,Music,Iron Maiden,101 Wikipedias,2025/01/04
Other,Language,Lao language,101 Wikipedias,2024/11/25
Other,Language,Pali,101 Wikipedias,2024/11/25
Other,Language,Sinhala language,101 Wikipedias,2024/11/25
Other,Letter,Alpha,101 Wikipedias,2024/12/23
Other,Metrics,Voltage,101 Wikipedias,2025/01/08
Other,Organism,African buffalo,101 Wikipedias,2024/12/27
Other,Organism,Peregrine falcon,101 Wikipedias,2025/01/31
Other,Organism,White stork,101 Wikipedias,2025/01/31
Other,Other,Emerald,101 Wikipedias,2025/02/19
Other,Other,Hebrew alphabet,101 Wikipedias,2025/03/01
Other,Other,Jurassic,101 Wikipedias,2025/04/02
Other,Religion,Artemis,101 Wikipedias,2024/12/15
Other,Religion,Thor,101 Wikipedias,2025/02/10
Other,Religion,Venus (mythology),101 Wikipedias,2024/12/15
Person,Business,Warren Buffett,101 Wikipedias,2024/12/06
Person,Exploration,Buzz Aldrin,101 Wikipedias,2024/12/06
Person,Film,George Clooney,101 Wikipedias,2024/12/05
Person,Film,John Travolta,101 Wikipedias,2024/12/06
Person,Film,Mel Gibson,101 Wikipedias,2024/12/05
Person,Music,Claude Debussy,101 Wikipedias,2024/12/16
Person,Music,Franz Liszt,101 Wikipedias,2024/11/25
Person,Politics (1900s),Augusto Pinochet,101 Wikipedias,2025/02/05
Person,Politics (1900s),Joseph Goebbels,101 Wikipedias,2025/02/10
Person,Politics (current),"William, Prince of Wales",101 Wikipedias,2024/12/06
Person,Politics (pre-1900),Justinian I,101 Wikipedias,2025/02/15
Person,Politics (pre-1900),Kublai Khan,101 Wikipedias,2025/02/19
Person,Politics (pre-1900),Tiberius,101 Wikipedias,2025/02/15
Person,Science,William Herschel,101 Wikipedias,2025/02/15
Person,Writing,Horace,101 Wikipedias,2024/12/16
Place,Water,East China Sea,101 Wikipedias,2024/12/14
Place,Water,Lake Ontario,101 Wikipedias,2024/12/14
Place,Water,Yellow Sea,101 Wikipedias,2024/12/14
Art,Film,Frozen (2013 film),100 Wikipedias,2025/01/31
Art,Writing,Superman,100 Wikipedias,2025/03/01
Other,Building,World Trade Center (1973–2001),100 Wikipedias,2024/12/15
Other,Organism,Raccoon,100 Wikipedias,2025/04/02
Other,Other,Ice age,100 Wikipedias,2025/04/02
Other,Other,Trapezoid,100 Wikipedias,2025/02/18
Person,Politics (pre-1900),"Charles V, Holy Roman Emperor",100 Wikipedias,2025/02/09
Place,City,"Anaheim, California",100 Wikipedias,2025/02/25
Place,Region,Cape of Good Hope,100 Wikipedias,2024/12/27
